OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,BsmtFinSF1,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,TotalSF,TotalBathrooms,Qual_High,Qual_Low,SalePrice
6,1709,Edwards,2004,2006,5,0,2,380,Detchd,Unf,2004.0,7,Gd,Gd,Gd,No,0,Npfireplace,2522,24.0,160,RM,2Story,40,1,1,2679,2.0,0,0,130000
4,1738,NAmes,1920,2007,4,0,1,368,Attchd,Unf,1920.0,7,TA,TA,TA,No,1,Gd,12513,73.0,50,RL,1.5Fin,0,1,1,2453,2.0,0,1,104900
7,1928,CollgCr,2003,2004,5,0,2,434,BuiltIn,Fin,2003.0,8,Gd,Gd,Gd,No,1,Gd,8200,65.0,60,RL,2Story,48,1,1,2775,2.5,0,0,219500
7,3222,SawyerW,1990,1990,5,1470,3,594,Attchd,Unf,1990.0,11,Gd,TA,Gd,Mn,2,TA,12376,90.0,60,RL,2Story,0,1,1,4895,3.0,0,0,320000
6,1314,CollgCr,2006,2006,5,24,2,440,Attchd,RFn,2006.0,6,Gd,Gd,Gd,No,1,Gd,9317,78.0,20,RL,1Story,22,1,1,2628,2.0,0,0,176432
8,1625,Crawfor,2006,2007,5,1573,2,538,Attchd,Fin,2006.0,5,Gd,Gd,Gd,Gd,1,Gd,4750,44.0,120,RM,1Story,0,1,1,3198,2.0,1,0,235000
5,833,Mitchel,1985,1985,5,625,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,8780,75.5,20,RL,1Story,0,0,1,1666,1.0,0,0,112000
5,1077,BrkSide,1939,1950,6,851,1,205,Attchd,RFn,1939.0,5,TA,TA,TA,No,2,TA,7420,50.0,190,RL,1.5Unf,4,1,1,2068,1.0,0,0,118000
6,813,OldTown,1930,2005,8,0,1,270,Detchd,Unf,1932.0,5,Gd,TA,TA,No,0,Npfireplace,5684,70.0,30,RM,1Story,113,1,1,1626,1.0,0,0,110000
4,1178,IDOTRR,1900,1950,7,0,1,384,Detchd,RFn,1964.0,7,TA,TA,TA,Mn,0,Npfireplace,8712,66.0,50,C (all),1.5Fin,0,1,1,2037,1.0,0,1,102776
6,1728,Somerst,2003,2003,5,503,2,673,Attchd,RFn,2003.0,7,Gd,Gd,Gd,No,0,Npfireplace,8791,64.0,60,FV,2Story,56,1,1,2592,2.5,0,0,207500
8,1826,StoneBr,2005,2006,5,1422,3,758,Attchd,Fin,2005.0,7,Gd,Gd,Gd,Gd,1,TA,11302,69.0,20,RL,1Story,75,1,1,3640,2.0,1,0,319000
5,1367,Edwards,1900,1950,8,241,1,384,Detchd,Unf,1978.0,7,TA,TA,TA,No,0,Npfireplace,8405,50.0,50,RL,1.5Fin,130,1,1,2228,1.0,0,0,119000
7,2057,Crawfor,1936,1987,7,223,1,180,Attchd,Fin,1936.0,6,Gd,Gd,Gd,No,1,Gd,11500,86.0,50,RL,1.5Fin,0,1,1,3074,1.5,0,0,250000
8,1694,CollgCr,2008,2008,5,0,3,776,Attchd,RFn,2008.0,7,Gd,Gd,Gd,Av,0,Npfireplace,10475,64.0,20,RL,1Story,33,1,1,3388,2.0,1,0,245350
7,1557,Blmngtn,2003,2004,5,0,2,420,Attchd,Fin,2003.0,7,Gd,Gd,Gd,Gd,1,TA,3196,43.0,120,RL,1Story,20,1,1,2931,2.0,0,0,234000
7,2167,Veenker,1974,2003,7,125,2,518,Attchd,RFn,1974.0,9,Gd,Gd,TA,Gd,2,Gd,17542,68.0,60,RL,2Story,47,1,1,3359,2.5,0,0,294000
6,1611,NAmes,1964,1964,6,674,2,442,Attchd,RFn,1964.0,7,TA,TA,TA,Gd,0,Npfireplace,9760,80.0,60,RL,2Story,128,1,1,2391,1.5,0,0,167900
7,1135,SWISU,1936,2007,9,350,2,576,Detchd,RFn,1971.0,6,Gd,Gd,Gd,No,0,Npfireplace,7200,60.0,70,RL,2Story,0,1,1,1695,1.0,0,0,155000
6,1680,Crawfor,1988,2007,9,808,2,540,Attchd,Fin,1988.0,5,Gd,Gd,Gd,No,1,Gd,21695,66.0,20,RL,1Story,44,1,1,2560,2.0,0,0,222000
7,2156,NWAmes,1968,2003,7,297,2,508,Attchd,RFn,1968.0,9,TA,TA,TA,No,1,Gd,20781,80.0,20,RL,1Story,80,1,1,3724,2.0,0,0,262500
5,1728,Sawyer,1963,1963,5,1332,2,504,Detchd,Unf,1963.0,10,TA,TA,TA,No,0,Npfireplace,9100,70.0,90,RM,1Story,0,1,1,3456,2.0,0,0,125000
5,1214,Edwards,1965,1965,7,698,2,461,Detchd,Unf,1965.0,6,TA,TA,TA,No,0,Npfireplace,9170,70.0,20,RL,1Story,0,1,1,2428,1.0,0,0,140000
5,893,NAmes,1949,2003,7,220,2,576,Detchd,Unf,1985.0,4,Gd,TA,TA,No,0,Npfireplace,9600,60.0,45,RL,1.5Unf,0,1,1,1738,1.0,0,0,135000
7,1349,SawyerW,2000,2001,5,0,2,539,Attchd,Unf,2000.0,6,TA,TA,Gd,No,0,Npfireplace,8450,65.0,20,RL,1Story,55,1,1,2698,2.0,0,0,179000
8,2358,OldTown,1872,1987,5,259,0,0,NoGarage,NoGarage,0.0,8,TA,TA,TA,No,0,Npfireplace,5250,50.0,70,RM,2Story,54,0,1,2837,2.0,1,0,122000
5,948,Sawyer,1968,1968,5,0,1,300,Attchd,Unf,1968.0,6,TA,TA,TA,No,0,Npfireplace,8978,70.0,20,RL,1Story,0,1,1,1896,1.0,0,0,108000
8,2285,NoRidge,2000,2000,5,0,3,648,BuiltIn,Fin,2000.0,8,Gd,Gd,Gd,No,1,TA,11000,91.0,60,RL,2Story,56,1,1,3254,2.5,1,0,248000
5,1920,Sawyer,1958,1958,5,57,2,451,Attchd,Unf,1958.0,8,Gd,Gd,TA,No,1,Gd,13650,70.0,50,RL,1.5Fin,0,1,1,2972,2.0,0,0,172500
7,2093,NWAmes,1986,1991,6,0,2,542,Attchd,Fin,1986.0,7,TA,TA,Gd,No,1,TA,20544,46.0,60,RL,2Story,63,1,1,2884,2.5,0,0,215000
8,1800,Timber,2002,2002,5,1274,3,765,Attchd,Fin,2002.0,7,Gd,Gd,Ex,Gd,1,Gd,14331,85.0,20,RL,1Story,78,1,1,3600,2.0,1,0,312500
6,1683,Sawyer,1978,1978,5,226,2,440,Attchd,RFn,1978.0,7,TA,TA,TA,No,1,TA,11184,70.0,60,RL,2Story,0,1,1,2601,2.5,0,0,172500
5,1466,OldTown,1936,1989,8,626,2,566,Attchd,Unf,1950.0,7,Gd,TA,Fa,No,1,TA,10800,60.0,50,RL,1.5Fin,21,1,1,2262,2.0,0,0,170000
4,1092,MeadowV,1970,1970,4,273,1,286,Attchd,RFn,1970.0,6,TA,TA,TA,No,0,Npfireplace,2217,21.0,160,RM,2Story,0,1,1,1638,1.5,0,1,88000
7,1506,Blmngtn,2005,2005,5,16,2,440,Attchd,Fin,2005.0,6,Gd,Gd,Gd,Gd,1,Gd,3013,43.0,120,RL,1Story,20,1,1,2868,2.0,0,0,213490
